operation_id,action_name,skill_package,method,path,platform,module,required_test_suites,tags
fetch_content_translate_api_v1_tiktok_app_v3_fetch_content_translate_post,tiktok.app.v3_fetch_content_translate,skill-tikhub-global-social,post,/api/v1/tiktok/app/v3/fetch_content_translate,tiktok,app,unit|contract|integration|live_smoke|regression,post|json_body
fetch_default_search_api_v1_wechat_channels_fetch_default_search_post,wechat_channels.root.fetch_default_search,skill-tikhub-video-community,post,/api/v1/wechat_channels/fetch_default_search,wechat_channels,root,unit|contract|integration|live_smoke|regression,post|json_body
fetch_discuss_search_api_v1_douyin_search_fetch_discuss_search_post,douyin.search.fetch_discuss_search,skill-tikhub-douyin-family,post,/api/v1/douyin/search/fetch_discuss_search,douyin,search,unit|contract|integration|live_smoke|regression,post|json_body
fetch_experience_search_api_v1_douyin_search_fetch_experience_search_post,douyin.search.fetch_experience_search,skill-tikhub-douyin-family,post,/api/v1/douyin/search/fetch_experience_search,douyin,search,unit|contract|integration|live_smoke|regression,post|json_body
fetch_general_search_v1_api_v1_douyin_search_fetch_general_search_v1_post,douyin.search.fetch_general_search_v1,skill-tikhub-douyin-family,post,/api/v1/douyin/search/fetch_general_search_v1,douyin,search,unit|contract|integration|live_smoke|regression,post|json_body
fetch_general_search_v2_api_v1_douyin_search_fetch_general_search_v2_post,douyin.search.fetch_general_search_v2,skill-tikhub-douyin-family,post,/api/v1/douyin/search/fetch_general_search_v2,douyin,search,unit|contract|integration|live_smoke|regression,post|json_body
fetch_general_search_v3_api_v1_douyin_search_fetch_general_search_v3_post,douyin.search.fetch_general_search_v3,skill-tikhub-douyin-family,post,/api/v1/douyin/search/fetch_general_search_v3,douyin,search,unit|contract|integration|live_smoke|regression,post|json_body
fetch_gift_name_by_id_api_v1_tiktok_web_fetch_gift_name_by_id_post,tiktok.web.fetch_gift_name_by_id,skill-tikhub-global-social,post,/api/v1/tiktok/web/fetch_gift_name_by_id,tiktok,web,unit|contract|integration|live_smoke|regression,post|json_body
fetch_gift_names_by_ids_api_v1_tiktok_web_fetch_gift_names_by_ids_post,tiktok.web.fetch_gift_names_by_ids,skill-tikhub-global-social,post,/api/v1/tiktok/web/fetch_gift_names_by_ids,tiktok,web,unit|contract|integration|live_smoke|regression,post|json_body
fetch_home_feed_api_v1_tiktok_app_v3_fetch_home_feed_post,tiktok.app.v3_fetch_home_feed,skill-tikhub-global-social,post,/api/v1/tiktok/app/v3/fetch_home_feed,tiktok,app,unit|contract|integration|live_smoke|regression,post|cookie_dependent|json_body
fetch_home_feed_api_v1_tiktok_web_fetch_home_feed_post,tiktok.web.fetch_home_feed,skill-tikhub-global-social,post,/api/v1/tiktok/web/fetch_home_feed,tiktok,web,unit|contract|integration|live_smoke|regression,post|cookie_dependent|json_body
fetch_home_page_api_v1_wechat_channels_fetch_home_page_post,wechat_channels.root.fetch_home_page,skill-tikhub-video-community,post,/api/v1/wechat_channels/fetch_home_page,wechat_channels,root,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_account_list_api_v1_douyin_billboard_fetch_hot_account_list_post,douyin.billboard.fetch_hot_account_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_account_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_calendar_list_api_v1_douyin_billboard_fetch_hot_calendar_list_post,douyin.billboard.fetch_hot_calendar_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_calendar_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_high_fan_list_api_v1_douyin_billboard_fetch_hot_total_high_fan_list_post,douyin.billboard.fetch_hot_total_high_fan_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_high_fan_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_high_like_list_api_v1_douyin_billboard_fetch_hot_total_high_like_list_post,douyin.billboard.fetch_hot_total_high_like_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_high_like_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_high_play_list_api_v1_douyin_billboard_fetch_hot_total_high_play_list_post,douyin.billboard.fetch_hot_total_high_play_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_high_play_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_high_search_list_api_v1_douyin_billboard_fetch_hot_total_high_search_list_post,douyin.billboard.fetch_hot_total_high_search_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_high_search_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_high_topic_list_api_v1_douyin_billboard_fetch_hot_total_high_topic_list_post,douyin.billboard.fetch_hot_total_high_topic_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_high_topic_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_hot_word_list_api_v1_douyin_billboard_fetch_hot_total_hot_word_list_post,douyin.billboard.fetch_hot_total_hot_word_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_hot_word_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_low_fan_list_api_v1_douyin_billboard_fetch_hot_total_low_fan_list_post,douyin.billboard.fetch_hot_total_low_fan_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_low_fan_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_search_list_api_v1_douyin_billboard_fetch_hot_total_search_list_post,douyin.billboard.fetch_hot_total_search_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_search_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_topic_list_api_v1_douyin_billboard_fetch_hot_total_topic_list_post,douyin.billboard.fetch_hot_total_topic_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_topic_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_hot_total_video_list_api_v1_douyin_billboard_fetch_hot_total_video_list_post,douyin.billboard.fetch_hot_total_video_list,skill-tikhub-douyin-family,post,/api/v1/douyin/billboard/fetch_hot_total_video_list,douyin,billboard,unit|contract|integration|live_smoke|regression,post|json_body
fetch_image_search_api_v1_douyin_search_fetch_image_search_post,douyin.search.fetch_image_search,skill-tikhub-douyin-family,post,/api/v1/douyin/search/fetch_image_search,douyin,search,unit|contract|integration|live_smoke|regression,post|json_body
fetch_image_search_v3_api_v1_douyin_search_fetch_image_search_v3_post,douyin.search.fetch_image_search_v3,skill-tikhub-douyin-family,post,/api/v1/douyin/search/fetch_image_search_v3,douyin,search,unit|contract|integration|live_smoke|regression,post|json_body
fetch_item_analysis_involved_vertical_api_v1_douyin_creator_v2_fetch_item_analysis_involved_vertical_post,douyin.creator_v2.fetch_item_analysis_involved_vertical,skill-tikhub-douyin-family,post,/api/v1/douyin/creator_v2/fetch_item_analysis_involved_vertical,douyin,creator_v2,unit|contract|integration|live_smoke|regression,post|cookie_dependent|json_body
fetch_item_analysis_item_performance_api_v1_douyin_creator_v2_fetch_item_analysis_item_performance_post,douyin.creator_v2.fetch_item_analysis_item_performance,skill-tikhub-douyin-family,post,/api/v1/douyin/creator_v2/fetch_item_analysis_item_performance,douyin,creator_v2,unit|contract|integration|live_smoke|regression,post|cookie_dependent|json_body
fetch_item_analysis_overview_api_v1_douyin_creator_v2_fetch_item_analysis_overview_post,douyin.creator_v2.fetch_item_analysis_overview,skill-tikhub-douyin-family,post,/api/v1/douyin/creator_v2/fetch_item_analysis_overview,douyin,creator_v2,unit|contract|integration|live_smoke|regression,post|cookie_dependent|json_body
fetch_item_audience_others_api_v1_douyin_creator_v2_fetch_item_audience_others_post,douyin.creator_v2.fetch_item_audience_others,skill-tikhub-douyin-family,post,/api/v1/douyin/creator_v2/fetch_item_audience_others,douyin,creator_v2,unit|contract|integration|live_smoke|regression,post|cookie_dependent|json_body
fetch_item_audience_portrait_api_v1_douyin_creator_v2_fetch_item_audience_portrait_post,douyin.creator_v2.fetch_item_audience_portrait,skill-tikhub-douyin-family,post,/api/v1/douyin/creator_v2/fetch_item_audience_portrait,douyin,creator_v2,unit|contract|integration|live_smoke|regression,post|cookie_dependent|json_body
